id,name,name_en,title,catg,catg_cn,catg_en,tag,intro1,intro2,intro2_en,coin_consume,coin_consume_vip,freq_all,coll_all,degree,viponly,onlineflag,autoflag,order,onlinetime,img
143,动态韦恩图,Dynamic venn,reportvenn,report,动态交互,,"venn,维恩,韦恩图,韦恩",,交集/并集统计，个性化图形修改,"Intersection/union statistics, personalized graphics modification",15,0,0,289,000,0,1,1,98,2020-08-07 18:00:00,newicon/reportvenn.png
144,动态三元图(富集型),Dynamic ternary plot enrich,report_ternary_plot_enrich,report,动态交互,,,,用一个带有表头的的表格数据绘制一个富集型三元图,Draw an enriched ternary map with a table data with a header,10,0,0,15,000,0,1,1,112,2020-08-28 18:00:00,newicon/report_ternary_plot_enrich.png
145,动态小提琴图,Dynamic violin,reportviolin,report,动态交互,,,,数据分布规律的可视化,Visualization of data distribution patterns,8,0,0,11,000,0,0,1,93,2020-08-07 18:00:00,newicon/reportviolin.png
146,动态小提琴图,Dynamic Grouped violin,reportviolin2,report,动态交互,,,,数据分布规律的可视化,Visualization of data distribution patterns,8,0,0,49,000,0,1,1,94,2020-08-07 18:00:00,newicon/reportviolin2.png
147,动态三元图(分布型),Dynamic ternary plot focus,report_ternary_plot_focus,report,动态交互,,,,用一个带有表头的表格数据绘制一个三元图,report_ternary_plot_focus,10,0,0,20,000,0,1,1,107,2020-08-20 18:00:00,newicon/report_ternary_plot_focus.png
148,动态盒形图,Dynamic box,reportbox,report,动态交互,,,,展示样本间数据情况,Show the data between samples,5,0,0,28,000,0,0,1,95,2020-08-07 18:00:00,newicon/reportbox.png
149,动态盒形图,Dynamic Grouped box,reportbox2,report,动态交互,,,,展示组间数据情况,Show data between groups,5,0,0,61,000,0,1,1,96,2020-08-07 18:00:00,newicon/reportbox2.png
150,动态折线图,Dynamic line,reportline,report,动态交互,,,,展示梯度变化下的数据,Show the data under the gradient change,8,0,0,17,000,0,1,1,92,2020-08-07 18:00:00,newicon/reportline.png
151,动态柱状图,Dynamic histogram,reporthistogram,report,动态交互,,,,展示样本或组间数据的情况,Presentation of sample or intergroup data,8,0,0,32,000,0,1,1,97,2020-08-07 18:00:00,newicon/reporthistogram.png
152,动态circos图,Interactive Circos,reportcircos,report,动态交互,,,,Circos，和弦图，二维数值表格,Circos，Chord chart，Two-dimensional table of numbers,15,0,0,103,000,0,1,1,106,2020-08-20 18:00:00,newicon/reportcircos.png
153,动态PCoA,Interactive PCoA,reportpcoa2,report,动态交互,,,,动态PCoA，丰度或距离，高级调整,Interactive PCoA，abundance or distance，Senior adjustment,15,0,0,90,000,0,1,1,100,2020-08-14 18:00:00,newicon/reportpcoa2.png
154,动态NMDS,Dynamic tnmds,reportnmds,report,动态交互,,,,动态NMDS，丰度或距离，高级调整,Interactive NMDS，abundance or distance，Senior adjust,8,0,0,51,000,0,1,1,101,2020-08-14 18:00:00,newicon/reportnmds.png
155,动态丰度Upset图,Interactive Upset,reportupset,report,动态交互,,,,动态Upset，特有/共有统计，高级调整,"Interactive Upset，Common/unique,Senior adjustment",12,0,0,66,000,0,1,1,111,2020-08-20 18:00:00,newicon/reportupset.png
156,动态tSNE,Dynamic tSNE,reporttsne,report,动态交互,,,,tSNE非线性降维图,Nonlinear dimension reduction,8,0,0,20,000,0,1,1,104,2020-08-14 18:00:00,newicon/reporttsne.png
157,动态火山图,Dynamic volcano,reportvolcano,report,动态交互,,,,用不同颜色的点，展示两组间差异基因的分布情况。,reportvolcano,15,0,0,216,000,0,1,1,110,2020-08-20 18:00:00,newicon/reportvolcano.png
158,动态趋势分析,Series Test of Cluster,reporttrend,report,动态交互,,,,趋势分析可将变化特征模式相似的基因归类到一种变化趋势中,reporttrend,15,0,0,112,000,0,1,1,105,2020-08-20 18:00:00,newicon/reporttrend.png
159,动态堆叠图,Dynamic stack,reportstack,report,动态交互,,,,将一个柱子分为不同组分，展示相同类型下各个数据的占比情况,reportstack,8,0,0,133,000,0,1,1,117,2020-10-21 18:00:00,newicon/reportstack.png
160,富集圈图,enrich circle,enrich_circle,func,功能分析,,,,将富集分析结果表格绘制成圈图,The enrichment analysis result table is drawn into a circle diagram,15,0,0,99,000,0,1,1,88,2020-05-08 18:00:00,newicon/enrich_circle.png
161,富集差异气泡图,enrich diff bubble,enrich_diff_bubble,func,功能分析,,,,利用气泡图展示富集差异分析结果,enrich_diff_bubble,8,0,0,73,000,0,1,1,89,2020-05-08 18:00:00,newicon/enrich_diff_bubble.png
162,kegg高级网络图,kegg senior network,kegg_senior_network,report,动态交互,,,,连接各个通路，解决用户从全局了解网络关系的需求，并显示通路与基因的网络关系,"Connect various pathways to solve the needs of users to understand the network relationship from the overall situation, and display the network relati",25,0,0,195,000,0,1,1,119,2020-11-11 09:30:00,newicon/kegg_senior_network.png
163,kegg高级网络图,kegg network,kegg_network,report,动态交互,,,,绘制KEGG富集通路网络图，连接各个通路,Draw a network diagram of KEGG enrichment pathways and connect each pathway,25,0,0,41,000,0,0,1,118,2020-11-11 09:30:00,newicon/kegg_network.png
164,动态富集差异气泡图,Dynamic enrich diff bubble,report_enrich_diff_bubble,report,动态交互,,,,动态交互式解析富集差异结果,report_enrich_diff_bubble,15,0,0,68,000,0,1,1,115,2020-10-21 18:00:00,newicon/report_enrich_diff_bubble.png
165,动态富集圈图,Dynamic enrich circle,report_enrich_circle,report,动态交互,,,,采用圈图的形式展示富集分析结果,report_enrich_circle,25,0,0,110,000,0,1,1,116,2020-10-21 18:00:00,newicon/report_enrich_circle.png
166,GSEA动态工具,Dynamic gsea,report_gsea,report,动态交互,,,,展示预定义基因集在不同功能单位中的ES积分，帮助用户快速筛选目标功能单位。,report_gsea,45,0,0,137,000,0,1,1,125,2020-12-08 16:00:00,newicon/report_gsea.png
167,变异信息提取,extract mutation,extract_mutation,seqdeal,序列处理,,,,变异信息提取,变异信息提取,1,0,0,2,000,0,1,1,120,2020-11-18 18:00:00,extract_mutation.png
168,序列提取,extract sequence,extract_sequence,seqdeal,序列处理,,,,序列提取,序列提取,1,0,0,1,000,0,1,1,121,2020-11-18 18:00:00,extract_sequence.png
169,GSEA静态工具,gsea,gsea,func,功能分析,,,,评估预先定义的基因集的基因在与表型相关度排序的基因表中的分布趋势，从而判断其对表型的贡献。,gsea,38,0,0,93,000,0,1,1,124,2020-12-08 16:00:00,newicon/gsea.png
170,蜂群图,Beeswarm,beeswarm,plot,基础绘图,,,,邻近但不重叠的点，直观展示数据分布情况,"Adjacent but non-overlapping points, visually display data distribution",5,0,0,22,000,0,1,1,123,2020-12-08 16:00:00,newicon/beeswarm.png
171,二值热图,Binary heatmap,binary_heatmap,plot,基础绘图,,,,热图直观展示数据分布,Binary heatmap,8,0,0,32,000,0,1,1,122,2020-12-08 16:00:00,20220117153804896330.png
172,豆荚图,split violin,splitviolin,plot,基础绘图,,,,直观比较两组数据的分布状态,splitviolin,9,0,0,20,000,0,1,1,121,2020-12-03 17:00:00,newicon/splitviolin.png
173,极坐标柱状图,polarbar,polarbar,plot,基础绘图,,,,与常规柱状图功能相同，用于展示数据统计结果,polarbar,2,0,0,28,000,0,1,1,126,2020-12-18 09:48:57,newicon/polarbar.png
174,普氏分析（procrustes）,procrustes,procrustes,count,统计分析,,,,用于分析两组数据之间的相关性，比较两组数据一致性的方法，例如分析微生物物种组成与环境关系,procrustes,5,0,0,56,000,0,1,1,127,2020-12-30 14:55:21,newicon/procrustes.png
175,GSEA点阵图,xGSEAdotplot,xgseadotplot,func,功能分析,,,,绘制GSEA的高阶点阵图,xGSEAdotplot,15,0,0,13,000,0,0,1,160,2022-05-24 10:44:21,newicon/xgseadotplot.png
176,桑基图,sankey,sankey,plot,基础绘图,,,,将关联分析数据用桑基图展示,sankey,8,0,0,90,000,0,1,1,129,2021-01-21 16:29:01,newicon/sankey.png
178,多组检验,ANOVA/Kruskal-Wallis,multi_comp,count,统计分析,,,,利用Kruskal-Wallis秩和检验和方差检验，对多组独立样本进行差异分析。,The Kruskal-Wallis rank sum test and variance test were used to analyze the differences of independent samples.,5,0,0,64,000,0,1,1,132,2021-02-26 12:00:25,20210301093909399746.png
179,动态四/九象限图,Quadrant plot,reportjxx,report,动态交互,,"动态九象限,动态四象限图,四象限",,动态交互的转录组与蛋白组关联分析,correlation analysis between transcriptome and proteome,15,0,0,72,000,0,1,1,131,2021-02-23 09:22:34,newicon/reportjxx.png
180,GO富集分析,GO Enrichment Analysis Advanced,gogseasenior,func,功能分析,GO enrichment analysis,富集分析,Go富集分析。,富集分析并输出气泡图，条形图，富集圈图，z-score气泡图，网络图，柱状统计图,"Enrichment analysis and output bubble chart, bar chart, enrichment circle chart, z-score bubble chart, network chart, histogram chart",35,0,0,361,000,0,1,0,135,2021-03-26 15:34:55,20210318101721219746.png
181,KEGG富集分析,Pathway Enrichment Analysis Advanced,pathwaygseasenior,func,功能分析,enrichment analysis,富集分析,Pathway富集分析 。,富集分析并输出气泡图，条形图，富集圈图，z-score气泡图，网络图，柱状统计图,"Enrichment analysis and output bubble chart, bar chart, enrichment circle chart, z-score bubble chart, network chart, histogram chart",35,0,0,493,000,0,1,0,135,2021-03-26 15:34:55,20210318101756973103.png
182,DO富集分析,DO Enrichment Analysis,doenrichsenior,func,功能分析,enrichment analysis,富集分析,DO富集分析,富集分析并输出气泡图，条形图，富集圈图，z-score气泡图,"Enrichment analysis and output bubble chart, bar chart, enrichment circle chart, z-score bubble chart",18,0,0,24,000,0,1,0,135,2021-03-26 15:34:55,20210601101555668420.png
183,Reactome富集分析,Reactome Enrichment Analysis,reactomeenrichsenior,func,功能分析,enrichment analysis,富集分析,Reactome富集分析,reactome富集分析，并输出气泡图，条形图，圈图，z-score气泡图,"Reactome enrichment analysis, and output bubble chart, bar chart, circle chart, Z-score bubble chart",18,0,0,36,000,0,1,0,140,2021-06-01 10:27:27,20210601102636645884.png
184,adonis分析（permannova）,adonis,adonis,count,统计分析,,,,adonis可用于分析不同分组因素对样品差异的解释度，并用置换检验计算组间差异。,adonis分析,3,0,0,42,000,0,1,1,133,2021-03-05 15:37:10,20210511102056805387.png
185,anosim分析,anosim,anosim,count,统计分析,,相似性分析,,用于分析高纬度数据组间相似性的非参数检验方法,anosim,2,0,0,37,000,0,1,1,136,2021-04-09 11:53:18,20210309155333959342.png
186,蛋白进化树,aa2tree,aa2tree,seqdeal,序列处理,,,,输入蛋白序列绘制进化树,The input protein sequence is mapped to the evolutionary tree,150,75,0,46,000,0,1,1,134,2021-03-17 10:39:45,20210304110049231055.png
187,丰度气泡图,scatter bubble,scatter_bubble,plot,基础绘图,,,,可以展示基因在细胞亚群/样本/分组间的表达分布，同时也可以展示配受体在细胞对之间的表达分布。,scatter_bubble,5,0,0,62,000,0,1,1,137,2021-04-23 09:12:36,20210329140427452512.png
188,点棒图,lollipop,lollipop,plot,基础绘图,,,,展示某一变量在不同样本中的变化情况,Show how a variable changes in different samples.,5,0,0,39,000,0,1,1,138,2021-04-23 15:14:50,20210422183235974078.png
189,UMAP图,UMAP,umap,cluster,聚类分析,,,,通过非线性降维模型将多个样本投影至二维平面展示，是集数据降维和可视化为一体的工具。,Project multiple samples onto a two-dimensional plane through a nonlinear dimensionality reduction model,3,0,0,30,000,0,1,1,139,2021-05-14 14:02:39,20210421184642763166.png
191,动态豆荚图,split violin,reportsplitviolin,report,动态交互,,,,10+动态参数，在线实时调整图形，个性化绘制组间数据分布豆荚图,,8,0,0,30,000,0,1,1,139,2021-05-14 14:02:39,20210428154047747142.png
192,累积分布曲线,cumulative line,cumulative_line,plot,基础绘图,,,,用若干组数据绘制频率累积曲线，比较不同组数据频率分布,"Draw a frequency accumulation curve by using a plurality of group of data, and comparing that frequency distribution of different groups of data",5,0,0,19,000,0,1,1,141,2021-06-18 09:26:03,20210531112730443532.png
193,配对秩和检验,Paired rank sum test ,p_rank_sum_test,count,统计分析,,,,在保留样本配对关系的前提下进行两组间秩和检验,This tool is used to estimate whether two group have significant difference rank_sum_test based on paired relationship.,2,0,0,12,000,0,1,1,142,2021-06-18 14:33:33,20210610103710630101.png
194,基因ID转换,convert gene ID,convert_geneid,form,表格与格式,,,,转换不同类型的基因ID,convert gene ID,9,0,0,173,000,0,1,1,143,2021-07-22 18:12:38,20210706105846678687.png
195,动态桑基图,Dynamic sankey,report_sankey,report,动态交互,,,,展示数据流动变化,Show the flow of data changes,15,0,0,148,000,0,1,1,145,2021-08-20 11:42:57,20210721171940656285.png
196,动态丰度气泡图,scatter bubble,report_scatter_bubble,report,动态交互,,,,升级版表达量分布气泡图，10+动态参数完成个性化绘图,report_scatter_bubble,8,0,0,74,000,0,1,1,144,2021-08-03 09:33:43,20210715094732959209.png
197,缺失值处理,filling missing data,filling_missing_data,form,表格与格式,,,,填充缺失值，并且可以删除缺失值较多的行或列,filling_missing_data,5,0,0,21,000,0,1,1,143,2021-07-22 18:12:38,20210721150025827551.png
198,动态累积分布曲线,Dynamic cumulative line,report_cumulative_line,report,动态交互,,,,用若干组数据绘制频率累积曲线，10+动态参数可供调整,report_cumulative_line,8,0,0,10,000,0,1,1,146,2021-08-23 10:25:10,20210727090711344435.png
199,数据归一化/标准化处理,normalization,normalization,form,表格与格式,,,,数据归一化或标准化处理，使数据在相同数量级,"Data normalization or standardization processing, so that the data is in the same order of magnitude",3,0,0,84,000,0,1,1,147,2021-09-01 09:07:33,20210824103505788550.png
200,O2PLS分析,o2pls,o2pls,count,统计分析,,opls,,O2PLS分析可挖掘两组学之间的内部联系,O2PLS analysis can explore the internal connection between the two groups of studies,5,0,0,111,000,0,1,1,148,2021-09-15 14:01:53,20210903175743181597.png
201,动态网络热图,heatnetwork,report_heatnetwork,report,动态交互,,,,应用于多组学关联分析，可展示组学内（右上的热图）和组学间的相关性（左下角网络图）结果,"Applied to multi-omics association analysis, it can display the results of intraomics (heat map on the upper right) and between omics (network diagram",15,0,0,252,000,0,1,1,150,2021-11-15 09:09:08,20220117153505911913.png
202,动态山峦图,Ridgeline plot,reportridgeplot,report,动态交互,,,,用于比较不同数据的分布情况,Used to compare the distribution of different data,10,0,0,56,000,0,1,1,152,2021-11-27 11:14:06,20211115145536326702.png
203,动态赛跑条形图,Bar chart race,report_barchartrace,report,动态交互,,,,显示不同时间的数据变化，并且以升序或降序进行实时排序,"Display data changes at different times, and sort them in ascending or descending order in real time",8,0,0,20,000,0,1,1,149,2021-11-01 12:05:22,20211018095426399640.png
204,动态热图Circos图,circosheat,report_circosheat,report,动态交互,,,,采用组合图形式展示两个表格相关性信息,report_circosheat,8,0,0,89,000,0,1,1,151,2021-11-18 09:44:22,20220117153234332288.png
205,点棒热图,dotrod heatmap,dotrod_heatmap,plot,基础绘图,,,,同时展示变量（物种、基因、蛋白、代谢物等）某一指标的大小以及在不同样本或不同组中变化趋势。,"Simultaneously display the size of a certain index of variables (species, genes, proteins, metabolites, etc.) and the change in different samples",15,0,0,62,000,0,1,1,154,2022-01-05 09:47:51,20220117153422956828.png
206,卡方检验,chisq,chisq,count,统计分析,,,,适用于计数资料且数值较大的假设性检验,Suitable for hypothesis testing of count data and large values,1,0,0,13,000,0,1,1,153,2021-11-30 11:44:08,20211118162303915452.png
207,Fisher's精确检验,fisher,fisher,count,统计分析,,"fishers检验,Fisher's检验",,适用于计数资料且数值较小的假设性检验,Suitable for hypothesis testing of count data and small values,1,0,0,9,000,0,1,1,153,2021-11-30 11:44:08,20211118162342164521.png
209,动态点棒热图,Dynamic Dotrod heatmap,report_dotrod_heatmap,report,动态交互,,,,展示变量（物种、基因、蛋白、代谢物等）某一指标的大小以及在不同样本或不同组中变化趋势。,"Simultaneously display the size of a certain index of variables (species, genes, proteins, metabolites, etc.) and the change in different samples",15,0,0,55,000,0,1,1,154,2022-01-05 09:47:51,20220117153403127624.png
210,动态热图柱状图,Histogram heatmap,report_histogram_heatmap,report,动态交互,,,,组合图形可以从两个维度展示数据特征，从而更加直观反映样本/组内或组间的差异情况。,"Heat map + histogram can display data characteristics from two dimensions, so as to more intuitively reflect the differences within or between samples",8,0,0,50,000,0,1,1,157,2022-01-17 17:41:18,20220117153154794749.png
211,动态热图堆叠图,Stack heatmap,report_stack_heatmap,report,动态交互,,,,组合图形可以从两个维度展示数据特征，从而更加直观反映样本/组分内或间的差异。,"Combined graphics can be displayed from two dimensions, thereby more intuitive reflection of differences in samples / components.",8,0,0,68,000,0,1,1,155,2022-01-05 16:41:21,20220117153115618956.png
212,动态河流图,Stream chart,report_river,report,动态交互,,,,观测不同分类变量在梯度变化处理的不同样本或分组中所产生的波动和变化趋势,Observe the fluctuations and changing trends of different categorical variables in different samples or groups processed by gradient change,12,0,0,32,000,0,1,1,156,2022-01-14 11:56:26,20220111105245440415.png
213,动态云雨图,Raincloud plot,reportraincloud,report,动态交互,,,,用于展示数据的分布状态和概率密度，可同时展示½小提琴图、箱线图和散点图，因形似“云雨”而得名,"Used to compare the distribution and probability density of data. It can display half violin plot, boxplot and scatter plot at the same time.",9,0,0,72,000,0,1,1,158,2022-02-17 14:37:27,20220214170123331520.png
214,动态饼图,Dynamic pie,reportpie,report,动态交互,,,,动态饼图用通过扇形面积动态展示变量的整体占比情况，可用于转录组，微生物、代谢、蛋白等分析中。,"The dynamic pie chart dynamically displays the overall proportion of variables through the sector area, and can be used in transcriptome, microorganis",10,0,0,35,000,0,1,1,159,2022-04-14 17:44:28,20220325164014166938.png
215,方差分析,one-way ANOVA,anova,count,统计分析,,,,执行单因素方差分析并进行均值比较,one-way ANOVA and post-hoc test for multiple comparisons,3,0,0,41,000,0,1,1,161,2022-10-11 10:52:31,20220929141953665266.svg
216,生存分析,Survival Analysis,survival,count,统计分析,,,,使用K-M法计算并绘制生存曲线，logrank检验进行组间差异比较。,Plot survival curves and tests differences between groups.,5,0,0,37,000,0,1,1,162,2022-10-21 15:49:48,20221020170135377376.svg
217,动态多组差异散点图,report_diff_scatter_chart,report_diff_scatter_chart,report,动态交互,,,,适合同时展示多个比较组的上下调基因,It is suitable for simultaneously displaying up/down regulated genes of multiple comparison groups.,5,0,0,144,000,0,1,1,163,2022-11-14 17:38:30,20221103103038499222.svg
218,动态泡泡图,report_bubble_pack,report_bubble_pack,report,动态交互,,,,一种没有坐标轴的 “柱状图”,"A kind of ""bar chart"" without coordinate axis",7,0,0,25,000,0,1,1,164,2022-11-26 17:26:42,20221115155757211787.svg
219,配对检验连线图,paried_line,paired_line,count,统计分析,,,,直线连接配对型数据点，并执行配对T或秩和检验，直观展示配对数据变化,"Connect the paired data plots with lines, and the paired T-test or Wilcoxon test were also conducted to directly demonstrate the changes of the paired",6,0,0,14,000,0,1,1,165,2022-11-29 09:47:51,20221122113530642627.svg
221,文字云,wordcloud,wordcloud,plot,基础绘图,,,,类似于泡泡图，用于展示核心词条的属性值大小,Word Cloud is a tool to create a word cloud online from your text,5,0,0,36,000,0,1,1,166,2022-12-07 10:41:06,20221207104705941744.svg
222,序列LOGO,Seqlogo,seqlogo,seqdeal,序列处理,,,,分析和展示蛋白或核酸序列的保守性,Analyze and display the conservation of motif sequence of protein or nucleic acid,5,0,0,31,000,0,1,1,167,2023-01-06 17:06:15,20221229112056849433.svg
223,包珠图,circlepacker,circlepacker,plot,基础绘图,,,,包珠图（Circular Packing），一种特殊的分类树状图,,7,0,0,33,000,0,1,1,168,2023-02-16 17:03:11,20230208104143245360.svg
224,表格格式转换,transtable,transtable,form,表格与格式,,,,实现“长数据”和“宽数据”之间的快速相互转换，以满足不同绘图工具的格式要求。,"Achieve fast mutual conversion between ""long data"" and ""wide data"" to meet the formatting requirements of different plotting tools.",5,0,0,14,000,0,1,1,169,2023-04-13 11:11:18,20230407165927859885.svg
225,比例韦恩图,Prop Venn,prop_venn,plot,基础绘图,,,,按照数据集实际比例关系绘制韦恩图,Prop_Venn diagram is drawn according to the actual scale relation of data set,8,0,0,80,000,0,1,1,170,2023-04-25 16:39:05,20230423113934655938.svg
226,动态环状热图,circular_heatmap,report_circular_heatmap,report,动态交互,,,,将矩阵表格数据绘制成一个环状热图,Use circular heatmap representation of data matrix with colors.,20,0,0,146,000,0,1,1,171,2023-06-02 11:26:23,20230602093625626290.svg
227,动态网络韦恩图,report_venn_network,report_venn_network,report,动态交互,,,,绘制具有韦恩图特性的网络图,Create a network graph with Venn diagram characteristics,10,0,0,101,000,0,1,1,172,2023-06-15 02:08:00,20230614105119155184.svg
228,动态堆叠连线图,report_stack_line,report_stack_line,report,动态交互,,,,同时展现不同元素在不同分组的占比情况及增减趋势变化,Show the proportion and trend of different elements in different groups,10,0,0,57,000,0,1,1,173,2023-06-21 10:36:12,20230620094055684186.svg
229,TCGA基因查询,TCGA genes explore,tcga,report,动态交互,,,,在TCGA数据库中探索感兴趣的基因,Explore the genes of interest in the TCGA public database,1,0,0,34,000,0,1,0,175,2023-09-28 15:32:19,20230915170123861880.svg
230,动态散点-盒形图,report_scatter_box,report_scatter_box,report,动态交互,,,,边际图的一种，可同步展示变量关系和数据分布情况,Variable relationships and data distribution can be displayed synchronously.,3,0,0,23,000,0,1,1,176,2024-07-18 15:04:55,20240716094253966054.svg
231,报账用结题报告,virtual_report,virtual_report,plot,基础绘图,,,,,,0,0,0,5,000,0,1,1,177,2025-08-28 12:09:09,
232,文献翻译,literature_translation,literature_translation,plot,基础绘图,,,,在pdf中直接进行文本翻译，可获得单语言mono和双语言dual版本的pdf,,25,0,0,13,000,0,1,1,178,2025-10-23 09:35:28,20251016161609209614.png
233,报账用结题报告2,virtual_report2,virtual_report2,plot,基础绘图,,,,,,0,0,0,3,000,0,1,1,179,2025-12-03 14:46:06,
